,occ_code,occ_title,tot_emp_2019,h_mean_2019,a_mean_2019,tot_emp_2018,h_mean_2018,a_mean_2018,tot_emp_2017,h_mean_2017,a_mean_2017,tot_emp_2016,h_mean_2016,a_mean_2016,tot_emp_2015,h_mean_2015,a_mean_2015,tot_emp_2014,h_mean_2014,a_mean_2014,tot_emp_2013,h_mean_2013,a_mean_2013,tot_emp_2012,h_mean_2012,a_mean_2012,tot_emp_2011,h_mean_2011,a_mean_2011,tot_emp_2010,h_mean_2010,a_mean_2010,tot_emp_2009,h_mean_2009,a_mean_2009
670,37-0000,Building and Grounds Cleaning and Maintenance Occupations,4429100,15.03,31250,4421980.0,14.43,30020,4424440.0,13.91,28930,4426090.0,13.47,28010,4407050.0,13.02,27080,4371450.0,12.68,26370,4291410.0,12.51,26010,4246260.0,12.34,25670,4191750.0,12.29,25560,4175550.0,12.16,25300,,,
671,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,259140,22.8,47430,255580.0,22.3,46380,255410.0,21.82,45380,264210.0,21.24,44190,270360.0,20.52,42680,270150.0,20.05,41700,269540.0,19.73,41030,269700.0,19.47,40500,,,,,,,,,
672,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,259140,22.8,47430,255580.0,22.3,46380,255410.0,21.82,45380,264210.0,21.24,44190,270360.0,20.52,42680,270150.0,20.05,41700,269540.0,19.73,41030,269700.0,19.47,40500,,,,,,,,,
673,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,155550,21.23,44160,154180.0,20.75,43150,155090.0,20.37,42380,161140.0,19.83,41240,166920.0,19.26,40060,168960.0,18.8,39110,169920.0,18.45,38380,170690.0,18.19,37830,171960.0,18.16,37760,172610.0,18.02,37480,,,
674,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",103580,25.16,52340,101390.0,24.66,51280,100320.0,24.05,50020,103070.0,23.46,48790,103450.0,22.55,46900,101190.0,22.13,46020,99620.0,21.91,45560,99010.0,21.68,45100,100460.0,21.71,45160,100630.0,21.5,44730,,,
675,37-2000,Building Cleaning and Pest Control Workers,3170010,14.11,29350,3171520.0,13.56,28200,3176790.0,13.06,27170,3174220.0,12.64,26300,3159840.0,12.23,25440,3150530.0,11.91,24760,3099520.0,11.75,24430,3067210.0,11.6,24130,,,,,,,,,
676,37-2010,Building Cleaning Workers,3090570,13.98,29080,3094210.0,13.44,27960,3101660.0,12.95,26940,3101400.0,12.55,26090,3089590.0,12.14,25240,3082890.0,11.82,24590,3035070.0,11.66,24260,3005830.0,11.52,23970,,,,,,,,,
677,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2145450,14.43,30010,2156270.0,13.92,28950,2164040.0,13.41,27900,2161740.0,12.99,27030,2146880.0,12.59,26180,2137730.0,12.24,25460,2101810.0,12.09,25140,2097380.0,11.95,24850,2068460.0,11.94,24840,2058610.0,11.81,24560,,,
678,37-2012,Maids and Housekeeping Cleaners,926960,12.89,26810,924290.0,12.3,25570,922660.0,11.84,24630,924640.0,11.46,23830,926240.0,11.05,22990,929540.0,10.82,22500,917470.0,10.64,22130,894920.0,10.49,21820,877980.0,10.31,21440,865960.0,10.17,21150,,,
679,37-2019,"Building Cleaning Workers, All Other",18150,16.96,35270,13650.0,15.73,32710,14970.0,15.23,31690,15020.0,14.88,30960,16480.0,14.52,30200,15620.0,14.39,29920,15790.0,14.57,30300,13530.0,14.13,29390,12370.0,13.89,28890,12280.0,13.38,27830,,,
680,37-2020,Pest Control Workers,79450,19.19,39910,77300.0,18.24,37950,75130.0,17.6,36610,72830.0,16.84,35020,70250.0,16.39,34080,67640.0,15.8,32850,64450.0,15.61,32480,61380.0,15.47,32190,,,,,,,,,
681,37-2021,Pest Control Workers,79450,19.19,39910,77300.0,18.24,37950,75130.0,17.6,36610,72830.0,16.84,35020,70250.0,16.39,34080,67640.0,15.8,32850,64450.0,15.61,32480,61380.0,15.47,32190,62270.0,15.65,32550,62490.0,15.62,32480,,,
682,37-3000,Grounds Maintenance Workers,999960,15.91,33100,994880.0,15.19,31600,992240.0,14.58,30330,987670.0,14.02,29170,976840.0,13.5,28090,950780.0,13.15,27350,922350.0,12.95,26930,909350.0,12.72,26460,,,,,,,,,
683,37-3010,Grounds Maintenance Workers,999960,15.91,33100,994880.0,15.19,31600,992240.0,14.58,30330,987670.0,14.02,29170,976840.0,13.5,28090,950780.0,13.15,27350,922350.0,12.95,26930,909350.0,12.72,26460,,,,,,,,,
684,37-3011,Landscaping and Groundskeeping Workers,912660,15.56,32360,913480.0,14.88,30940,912360.0,14.28,29700,906570.0,13.73,28560,895600.0,13.2,27460,868770.0,12.85,26720,839780.0,12.65,26300,830640.0,12.44,25870,821750.0,12.33,25650,829350.0,12.23,25430,,,
685,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",25780,18.86,39230,24500.0,18.37,38210,25900.0,17.97,37370,25230.0,17.17,35720,24200.0,16.62,34570,23790.0,15.9,33070,22830.0,15.72,32690,23650.0,15.38,32000,23540.0,15.24,31690,23200.0,15.13,31470,,,
686,37-3013,Tree Trimmers and Pruners,47210,20.44,42510,42440.0,19.47,40510,41140.0,18.55,38580,40680.0,17.94,37310,40160.0,17.32,36030,39640.0,16.9,35150,40720.0,16.57,34470,39750.0,16.27,33850,38530.0,15.85,32970,37540.0,15.49,32220,,,
687,37-3019,"Grounds Maintenance Workers, All Other",14310,18.21,37870,14470.0,17.17,35710,12840.0,16.75,34850,15170.0,15.83,32930,16890.0,16.03,33340,18570.0,15.7,32660,19030.0,15.25,31720,15300.0,14.72,30620,14430.0,14.07,29270,12890.0,13.92,28960,,,
688,39-0000,Personal Care and Service Occupations,3303200,15.03,31260,5451330.0,13.51,28090,5159100.0,13.11,27270,4514960.0,12.74,26510,4307500.0,12.33,25650,4154360.0,12.01,24980,3986740.0,11.88,24710,3810750.0,11.8,24550,3619250.0,11.84,24620,3425220.0,11.82,24590,,,
689,39-1000,Supervisors of Personal Care and Service Workers,247100,21.35,44400,258960.0,20.53,42710,244300.0,20.04,41690,220200.0,19.66,40880,208040.0,19.17,39870,193090.0,19.02,39560,183180.0,19.01,39540,174450.0,19.1,39740,,,,,,,,,
690,39-1013,First-Line Supervisors of Gambling Services Workers,29420,24.93,51850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",217680,20.86,43400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,39-2000,Animal Care and Service Workers,228980,13.33,27720,214680.0,12.76,26540,204850.0,12.42,25840,200950.0,12.07,25110,185780.0,11.66,24260,172990.0,11.34,23580,164960.0,11.09,23060,161310.0,11.02,22920,,,,,,,,,
693,39-2010,Animal Trainers,16530,17.43,36240,14830.0,16.95,35260,14340.0,16.71,34760,13590.0,16.62,34580,11720.0,16.15,33600,11170.0,15.58,32400,10610.0,14.92,31030,11170.0,14.59,30340,,,,,,,,,
694,39-2011,Animal Trainers,16530,17.43,36240,14830.0,16.95,35260,14340.0,16.71,34760,13590.0,16.62,34580,11720.0,16.15,33600,11170.0,15.58,32400,10610.0,14.92,31030,11170.0,14.59,30340,10530.0,14.67,30510,9740.0,14.96,31110,,,
695,39-2020,Animal Caretakers,212450,13.01,27060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,39-2021,Animal Caretakers,212450,13.01,27060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,39-3000,Entertainment Attendants and Related Workers,628090,12.05,25060,601890.0,11.56,24050,586270.0,11.25,23390,567550.0,10.89,22660,551590.0,10.64,22140,560350.0,10.33,21490,534830.0,10.22,21270,530880.0,10.23,21280,,,,,,,,,
698,39-3010,Gambling Services Workers,119330,12.02,25010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,39-3011,Gambling Dealers,98890,11.53,23980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,39-3012,Gambling and Sports Book Writers and Runners,9970,13.38,27830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,39-3019,"Gambling Service Workers, All Other",10470,15.38,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,39-3020,Motion Picture Projectionists,4540,14.37,29890,4840.0,12.42,25820,5700.0,11.92,24790,5480.0,11.9,24750,5620.0,11.8,24540,6290.0,11.18,23260,7630.0,10.78,22430,8030.0,10.38,21600,,,,,,,,,
703,39-3021,Motion Picture Projectionists,4540,14.37,29890,4840.0,12.42,25820,5700.0,11.92,24790,5480.0,11.9,24750,5620.0,11.8,24540,6290.0,11.18,23260,7630.0,10.78,22430,8030.0,10.38,21600,8890.0,10.67,22200,9440.0,10.83,22530,,,
704,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",138160,11.96,24870,133970.0,11.35,23610,124710.0,10.85,22580,117920.0,10.45,21740,114000.0,10.13,21060,113700.0,9.87,20530,106770.0,9.79,20370,106860.0,9.77,20320,,,,,,,,,
705,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",138160,11.96,24870,133970.0,11.35,23610,124710.0,10.85,22580,117920.0,10.45,21740,114000.0,10.13,21060,113700.0,9.87,20530,106770.0,9.79,20370,106860.0,9.77,20320,105560.0,9.69,20160,107200.0,9.76,20290,,,
706,39-3090,Miscellaneous Entertainment Attendants and Related Workers,366050,12.06,25090,349440.0,11.61,24140,340740.0,11.29,23480,325970.0,10.98,22830,312430.0,10.7,22260,315910.0,10.34,21500,295130.0,10.21,21230,292130.0,10.03,20870,,,,,,,,,
707,39-3091,Amusement and Recreation Attendants,338110,11.7,24330,319890.0,11.28,23460,310970.0,10.94,22760,286740.0,10.58,22000,273870.0,10.27,21360,274230.0,9.9,20590,260680.0,9.76,20310,256400.0,9.63,20020,253110.0,9.6,19960,254630.0,9.5,19750,,,
708,39-3092,Costume Attendants,7460,23.55,48970,6460.0,22.12,46010,6430.0,22.93,47700,6640.0,24.27,50470,6120.0,25.42,52870,6270.0,24.17,50270,5900.0,23.75,49400,5660.0,21.55,44830,5460.0,19.52,40600,5490.0,16.62,34580,,,
709,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",15990,13.57,28230,17610.0,12.84,26720,17950.0,12.34,25670,18040.0,11.73,24390,17430.0,11.53,23990,17830.0,11.05,22980,18910.0,10.78,22420,19190.0,10.28,21390,18410.0,10.35,21520,17280.0,10.43,21700,,,
710,39-3099,"Entertainment Attendants and Related Workers, All Other",4500,15.28,31790,5480.0,14.27,29690,5390.0,13.95,29010,14550.0,11.83,24610,15010.0,11.59,24110,17580.0,11.5,23930,9640.0,12.79,26590,10890.0,13.17,27400,22500.0,11.51,23940,36340.0,10.51,21850,,,
711,39-4011,Embalmers,3890,24.09,50100,4070.0,22.42,46640,4200.0,21.65,45040,3710.0,20.32,42260,3710.0,19.95,41490,3650.0,20.24,42100,4390.0,20.55,42750,5040.0,21,43680,6360.0,21.66,45060,6780.0,21.29,44280,8190.0,         19.80,         41180
712,39-4020,Funeral Attendants,34370,14.34,29830,35340.0,13.69,28480,34970.0,13.04,27120,35770.0,13.03,27110,35290.0,12.42,25840,34950.0,11.95,24860,33400.0,11.62,24180,31890.0,11.66,24250,,,,,,,,,
713,39-4021,Funeral Attendants,34370,14.34,29830,35340.0,13.69,28480,34970.0,13.04,27120,35770.0,13.03,27110,35290.0,12.42,25840,34950.0,11.95,24860,33400.0,11.62,24180,31890.0,11.66,24250,30940.0,11.83,24600,29810.0,11.82,24590,,,
714,39-4030,"Morticians, Undertakers, and Funeral Arrangers",25440,28.06,58360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,39-4031,"Morticians, Undertakers, and Funeral Arrangers",25440,28.06,58360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,39-5000,Personal Appearance Workers,589960,15.24,31700,575110.0,14.44,30040,536550.0,14.35,29840,521740.0,14.04,29190,504640.0,13.67,28420,493840.0,13.19,27430,490050.0,12.98,27000,478160.0,12.68,26370,,,,,,,,,
717,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",405990,15.25,31710,397350.0,14.59,30340,370710.0,14.66,30480,368280.0,14.23,29600,362360.0,13.84,28790,357280.0,13.44,27960,367070.0,13.24,27540,368500.0,12.89,26820,,,,,,,,,
718,39-5011,Barbers,20030,16.92,35190,20130.0,15.97,33220,18810.0,14.65,30480,15900.0,14.38,29900,14350.0,14.01,29140,14140.0,13.67,28430,15100.0,13.32,27710,12590.0,13.23,27520,10430.0,13.49,28050,9360.0,13.43,27930,10550.0,         13.29,         27650
719,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",385960,15.16,31530,377210.0,14.51,30190,351910.0,14.66,30490,352380.0,14.23,29590,348010.0,13.83,28770,343140.0,13.43,27940,351960.0,13.24,27530,355910.0,12.88,26790,357030.0,12.72,26460,349420.0,12.74,26510,,,
720,39-5090,Miscellaneous Personal Appearance Workers,183970,15.22,31660,177770.0,14.13,29380,165830.0,13.66,28410,153460.0,13.56,28210,142280.0,13.22,27500,136550.0,12.52,26040,122980.0,12.2,25370,109660.0,11.97,24890,,,,,,,,,
721,39-5091,"Makeup Artists, Theatrical and Performance",3400,39.23,81600,3140.0,34.63,72030,3540.0,33.32,69310,3600.0,34.42,71590,3060.0,32,66560,2610.0,29.25,60830,2440.0,31.89,66330,1950.0,32.49,67580,2040.0,30.63,63710,2240.0,24.51,50980,,,
722,39-5092,Manicurists and Pedicurists,111780,13.17,27390,110170.0,12.43,25860,104020.0,12.01,24980,90630.0,11.7,24330,83840.0,11.36,23630,79090.0,10.82,22500,71220.0,10.48,21790,62330.0,10.31,21440,56270.0,10.46,21760,51990.0,10.61,22060,,,
723,39-5093,Shampooers,12120,11.02,22910,13720.0,10.65,22160,13330.0,10.41,21650,15240.0,10.08,20960,15190.0,9.78,20350,16560.0,9.37,19480,15650.0,9.09,18910,13570.0,8.94,18600,13240.0,9.2,19130,14220.0,9.2,19140,16170.0,          9.08,         18890
724,39-5094,Skincare Specialists,56660,18.74,38970,50740.0,17.48,36350,44940.0,16.89,35130,43980.0,16.91,35160,40190.0,16.97,35300,38290.0,16.26,33810,33680.0,15.86,32990,31810.0,15.25,31720,31450.0,15.42,32080,30230.0,15.4,32030,,,
725,39-6000,"Baggage Porters, Bellhops, and Concierges",81460,15.06,31330,79840.0,14.46,30070,78370.0,14,29110,76760.0,13.28,27630,77980.0,12.99,27030,75220.0,12.76,26530,73980.0,12.61,26220,66360.0,12.27,25510,,,,,,,,,
726,39-6010,"Baggage Porters, Bellhops, and Concierges",81460,15.06,31330,79840.0,14.46,30070,78370.0,14,29110,76760.0,13.28,27630,77980.0,12.99,27030,75220.0,12.76,26530,73980.0,12.61,26220,66360.0,12.27,25510,,,,,,,,,
727,39-6011,Baggage Porters and Bellhops,39790,13.57,28230,42350.0,12.98,26990,42620.0,12.55,26100,44750.0,11.97,24910,46550.0,11.75,24430,44170.0,11.48,23880,43790.0,11.38,23660,40480.0,11.1,23090,44130.0,11.49,23910,44740.0,11.4,23720,,,
728,39-6012,Concierges,41670,16.48,34290,37490.0,16.13,33550,35750.0,15.72,32700,32020.0,15.11,31440,31430.0,14.84,30870,31050.0,14.57,30300,30190.0,14.39,29930,25880.0,14.09,29310,22650.0,13.96,29030,19650.0,14.17,29480,20470.0,         13.83,         28760
729,39-7000,Tour and Travel Guides,48710,14.74,30670,49740.0,14.25,29630,46140.0,14.03,29180,41690.0,13.78,28670,38740.0,13.29,27640,38190.0,13.03,27100,38780.0,13.1,27250,35480.0,13.19,27440,,,,,,,,,
730,39-7010,Tour and Travel Guides,48710,14.74,30670,49740.0,14.25,29630,46140.0,14.03,29180,41690.0,13.78,28670,38740.0,13.29,27640,38190.0,13.03,27100,38780.0,13.1,27250,35480.0,13.19,27440,,,,,,,,,
731,39-7010,Tour and Travel Guides,48710,14.74,30670,49740.0,14.25,29630,46140.0,14.03,29180,41690.0,13.78,28670,38740.0,13.29,27640,38190.0,13.03,27100,38780.0,13.1,27250,35480.0,13.19,27440,,,,,,,,,
732,39-7010,Tour and Travel Guides,48710,14.74,30670,49740.0,14.25,29630,46140.0,14.03,29180,41690.0,13.78,28670,38740.0,13.29,27640,38190.0,13.03,27100,38780.0,13.1,27250,35480.0,13.19,27440,,,,,,,,,
733,39-7010,Tour and Travel Guides,48710,14.74,30670,49740.0,14.25,29630,46140.0,14.03,29180,41690.0,13.78,28670,38740.0,13.29,27640,38190.0,13.03,27100,38780.0,13.1,27250,35480.0,13.19,27440,,,,,,,,,
734,39-7010,Tour and Travel Guides,48710,14.74,30670,49740.0,14.25,29630,46140.0,14.03,29180,41690.0,13.78,28670,38740.0,13.29,27640,38190.0,13.03,27100,38780.0,13.1,27250,35480.0,13.19,27440,,,,,,,,,
735,39-7010,Tour and Travel Guides,48710,14.74,30670,49740.0,14.25,29630,46140.0,14.03,29180,41690.0,13.78,28670,38740.0,13.29,27640,38190.0,13.03,27100,38780.0,13.1,27250,35480.0,13.19,27440,,,,,,,,,
736,39-7010,Tour and Travel Guides,48710,14.74,30670,49740.0,14.25,29630,46140.0,14.03,29180,41690.0,13.78,28670,38740.0,13.29,27640,38190.0,13.03,27100,38780.0,13.1,27250,35480.0,13.19,27440,,,,,,,,,
737,39-7010,Tour and Travel Guides,48710,14.74,30670,49740.0,14.25,29630,46140.0,14.03,29180,41690.0,13.78,28670,38740.0,13.29,27640,38190.0,13.03,27100,38780.0,13.1,27250,35480.0,13.19,27440,,,,,,,,,
738,39-9010,Childcare Workers,561520,12.27,25510,564630.0,11.83,24610,562420.0,11.42,23760,569370.0,11.02,22930,573440.0,10.72,22310,582970.0,10.44,21710,597900.0,10.33,21490,624520.0,10.25,21310,,,,,,,,,
739,39-9011,Childcare Workers,561520,12.27,25510,564630.0,11.83,24610,562420.0,11.42,23760,569370.0,11.02,22930,573440.0,10.72,22310,582970.0,10.44,21710,597900.0,10.33,21490,624520.0,10.25,21310,631240.0,10.25,21320,611280.0,10.15,21110,,,
740,39-9030,Recreation and Fitness Workers,684240,17.71,36830,662040.0,17.25,35890,632430.0,16.79,34930,594280.0,16.33,33970,573920.0,15.66,32560,562110.0,15.22,31650,555470.0,14.81,30800,543800.0,14.6,30370,,,,,,,,,
741,39-9031,Exercise Trainers and Group Fitness Instructors,325500,21.69,45110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,39-9032,Recreation Workers,358750,14.1,29330,353570.0,13.61,28310,352350.0,13.44,27950,336880.0,13.09,27230,336150.0,12.79,26610,321110.0,12.42,25830,317310.0,12.29,25560,309730.0,12.22,25430,301840.0,12.18,25330,293430.0,12.15,25270,,,
743,39-9040,Residential Advisors,107930,15.2,31610,108380.0,14.41,29970,110720.0,13.87,28850,110330.0,13.31,27690,102540.0,13.05,27140,95750.0,12.77,26560,88220.0,12.78,26580,83760.0,12.72,26470,,,,,,,,,
744,39-9041,Residential Advisors,107930,15.2,31610,108380.0,14.41,29970,110720.0,13.87,28850,110330.0,13.31,27690,102540.0,13.05,27140,95750.0,12.77,26560,88220.0,12.78,26580,83760.0,12.72,26470,76450.0,12.72,26460,65610.0,12.69,26400,,,
745,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",61510,14.03,29190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,41-0000,Sales and Related Occupations,14371410,20.7,43060,14542290.0,20.09,41790,14522580.0,19.56,40680,14536530.0,19.5,40560,14462120.0,18.9,39320,14248470.0,18.59,38660,14068190.0,18.37,38200,13835090.0,18.26,37990,13646450.0,18.04,37520,13437980.0,17.69,36790,,,
747,41-1000,Supervisors of Sales Workers,1420990,25.43,52900,1429100.0,24.97,51930,1452010.0,24.27,50480,1446900.0,24.63,51230,1441700.0,24.1,50120,1448550.0,23.74,49370,1459330.0,23.29,48430,1457580.0,22.99,47820,,,,,,,,,
748,41-1010,First-Line Supervisors of Sales Workers,1420990,25.43,52900,1429100.0,24.97,51930,1452010.0,24.27,50480,1446900.0,24.63,51230,1441700.0,24.1,50120,1448550.0,23.74,49370,1459330.0,23.29,48430,1457580.0,22.99,47820,,,,,,,,,
749,41-1011,First-Line Supervisors of Retail Sales Workers,1171900,22.03,45830,1181530.0,21.67,45080,1200180.0,20.95,43580,1194220.0,21.11,43910,1193850.0,20.63,42900,1199770.0,20.28,42190,1213550.0,19.93,41450,1214170.0,19.67,40910,1197390.0,19.53,40630,1172070.0,19.18,39890,,,
750,41-1012,First-Line Supervisors of Non-Retail Sales Workers,249090,41.43,86180,247570.0,40.67,84600,251830.0,40.08,83370,252670.0,41.27,85830,247850.0,40.82,84910,248770.0,40.39,84010,245780.0,39.85,82890,243420.0,39.58,82320,235630.0,39.62,82400,244320.0,39,81120,,,
751,41-2000,Retail Sales Workers,8603590,13.27,27600,8787270.0,12.75,26520,8729350.0,12.29,25560,8791750.0,12.14,25250,8799250.0,11.77,24490,8648920.0,11.55,24020,8500690.0,11.39,23690,8326900.0,11.35,23610,,,,,,,,,
752,41-2010,Cashiers,3617910,11.73,24400,3657570.0,11.19,23270,3588960.0,10.65,22160,3564130.0,10.44,21710,3501210.0,10.1,21010,3417910.0,9.94,20670,3363530.0,9.83,20450,3335980.0,9.81,20410,,,,,,,,,
753,41-2011,Cashiers,3596630,11.72,24370,3635550.0,11.17,23240,3564920.0,10.64,22130,3541010.0,10.43,21680,3478420.0,10.09,20990,3398330.0,9.93,20640,3343470.0,9.82,20420,3314010.0,9.79,20370,3314870.0,9.73,20230,3354170.0,9.52,19810,3439380.0,          9.15,         19030
754,41-2012,Gambling Change Persons and Booth Cashiers,21290,13.46,28010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,41-2020,Counter and Rental Clerks and Parts Salespersons,667730,16.16,33610,681580.0,15.52,32280,698300.0,14.85,30890,699070.0,14.79,30750,685520.0,14.32,29790,668850.0,14.06,29250,651970.0,13.89,28880,650920.0,13.81,28720,,,,,,,,,
756,41-2021,Counter and Rental Clerks,411560,15.67,32600,426700.0,15,31200,445530.0,14.3,29740,450330.0,14.13,29390,447050.0,13.57,28210,437610.0,13.25,27560,430700.0,13.05,27130,432650.0,12.93,26900,420070.0,12.75,26520,414730.0,12.32,25620,,,
757,41-2022,Parts Salespersons,256170,16.93,35220,254870.0,16.39,34080,252770.0,15.83,32920,248740.0,15.97,33220,238470.0,15.74,32750,231240.0,15.6,32450,221270.0,15.52,32290,218270.0,15.54,32320,208800.0,15.38,32000,201610.0,15.09,31380,,,
758,41-2030,Retail Salespersons,4317950,14.12,29360,4448120.0,13.61,28310,4442090.0,13.2,27460,4528550.0,13.07,27180,4612510.0,12.67,26340,4562160.0,12.38,25760,4485180.0,12.2,25370,4340000.0,12.17,25310,,,,,,,,,
759,41-2031,Retail Salespersons,4317950,14.12,29360,4448120.0,13.61,28310,4442090.0,13.2,27460,4528550.0,13.07,27180,4612510.0,12.67,26340,4562160.0,12.38,25760,4485180.0,12.2,25370,4340000.0,12.17,25310,4270550.0,12.08,25130,4155190.0,12.02,25000,,,
760,41-3000,"Sales Representatives, Services",2084000,34.45,71660,2046120.0,34.37,71490,1983790.0,33.5,69680,1903140.0,33.9,70510,1808330.0,33.22,69100,1736660.0,33.11,68870,1653600.0,33.02,68680,1549470.0,32.97,68580,,,,,,,,,
761,41-3010,Advertising Sales Agents,129740,31.09,64660,133110.0,30.46,63360,136520.0,29.34,61020,141100.0,30.61,63660,149770.0,29.66,61690,154220.0,29.28,60910,148770.0,27.62,57440,145500.0,27.54,57270,,,,,,,,,
762,41-3011,Advertising Sales Agents,129740,31.09,64660,133110.0,30.46,63360,136520.0,29.34,61020,141100.0,30.61,63660,149770.0,29.66,61690,154220.0,29.28,60910,148770.0,27.62,57440,145500.0,27.54,57270,144760.0,26.65,55430,145160.0,26.45,55020,,,
763,41-3020,Insurance Sales Agents,410050,32.59,67780,393830.0,32.64,67890,386320.0,32.21,66990,385700.0,32.58,67760,386140.0,31.15,64790,374700.0,30.64,63730,354460.0,30.58,63610,336740.0,30.48,63400,,,,,,,,,
764,41-3021,Insurance Sales Agents,410050,32.59,67780,393830.0,32.64,67890,386320.0,32.21,66990,385700.0,32.58,67760,386140.0,31.15,64790,374700.0,30.64,63730,354460.0,30.58,63610,336740.0,30.48,63400,321780.0,30.28,62970,318800.0,30.06,62520,,,
765,41-3030,"Securities, Commodities, and Financial Services Sales Agents",437880,44.75,93090,415890.0,47.49,98770,389610.0,46.85,97440,353780.0,49.17,102260,319280.0,49.45,102860,316340.0,49.64,103260,325140.0,49.28,102510,330470.0,48.51,100910,,,,,,,,,
766,41-3031,"Securities, Commodities, and Financial Services Sales Agents",437880,44.75,93090,415890.0,47.49,98770,389610.0,46.85,97440,353780.0,49.17,102260,319280.0,49.45,102860,316340.0,49.64,103260,325140.0,49.28,102510,330470.0,48.51,100910,307020.0,47.5,98810,276290.0,45.73,95130,,,
767,41-3040,Travel Agents,66670,21.49,44690,69480.0,20.54,42720,67330.0,19.64,40840,68680.0,19.18,39900,66560.0,18.63,38750,64750.0,18.14,37730,64250.0,17.88,37200,64680.0,17.78,36970,,,,,,,,,
768,41-3041,Travel Agents,66670,21.49,44690,69480.0,20.54,42720,67330.0,19.64,40840,68680.0,19.18,39900,66560.0,18.63,38750,64750.0,18.14,37730,64250.0,17.88,37200,64680.0,17.78,36970,67490.0,17.18,35740,70930.0,16.32,33950,,,
769,41-3090,"Miscellaneous Sales Representatives, Services",1039670,32.1,66760,1033820.0,31.18,64860,1004020.0,30.31,63050,953870.0,30.32,63070,886580.0,29.98,62360,826650.0,29.79,61960,760980.0,29.54,61450,672080.0,29.22,60770,,,,,,,,,
770,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1039670,32.1,66760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,41-4000,"Sales Representatives, Wholesale and Manufacturing",1651500,36.14,75180,1663160.0,35.43,73680,1718580.0,34.88,72540,1732420.0,35.12,73060,1743560.0,34.17,71080,1730180.0,33.59,69860,1756600.0,33.11,68880,1778860.0,33.02,68690,,,,,,,,,
772,41-4010,"Sales Representatives, Wholesale and Manufacturing",1651500,36.14,75180,1663160.0,35.43,73680,1718580.0,34.88,72540,1732420.0,35.12,73060,1743560.0,34.17,71080,1730180.0,33.59,69860,1756600.0,33.11,68880,1778860.0,33.02,68690,,,,,,,,,
773,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",306980,44.7,92980,312980.0,44.15,91830,327190.0,44.24,92010,328370.0,44.67,92910,334010.0,42.87,89170,335540.0,41.71,86750,352830.0,41.16,85610,364830.0,41.2,85690,375500.0,41.23,85750,381080.0,40.56,84360,,,
774,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1344530,34.19,71110,1350180.0,33.4,69480,1391400.0,32.67,67960,1404050.0,32.89,68410,1409550.0,32.11,66790,1394640.0,31.63,65800,1403770.0,31.09,64670,1414030.0,30.91,64300,1390480.0,30.54,63520,1367210.0,30.16,62720,,,
775,41-9000,Other Sales and Related Workers,611330,25.72,53500,616650.0,24.7,51380,638860.0,23.72,49340,662330.0,23.77,49440,669270.0,22.97,47780,684170.0,21.92,45600,697970.0,21.2,44090,722280.0,20.52,42670,,,,,,,,,
776,41-9010,"Models, Demonstrators, and Product Promoters",80080,17,35360,84560.0,15.96,33200,88500.0,15.3,31830,90890.0,14.84,30860,88080.0,14.47,30100,88740.0,13.96,29030,82330.0,13.84,28800,77500.0,13.49,28060,,,,,,,,,
